Vds,Vgs,Ids,W,L,T
0.1,-20.0,9.4246e-13,1000,10,0
0.1,-19.8,9.4246e-13,1000,10,0
0.1,-19.6,9.4246e-13,1000,10,0
0.1,-19.4,9.4246e-13,1000,10,0
0.1,-19.2,9.4246e-13,1000,10,0
0.1,-19.0,9.4246e-13,1000,10,0
0.1,-18.8,9.4246e-13,1000,10,0
0.1,-18.6,9.4246e-13,1000,10,0
0.1,-18.4,9.4246e-13,1000,10,0
0.1,-18.2,9.4246e-13,1000,10,0
0.1,-18.0,9.4246e-13,1000,10,0
0.1,-17.8,9.4246e-13,1000,10,0
0.1,-17.6,9.4246e-13,1000,10,0
0.1,-17.4,9.4246e-13,1000,10,0
0.1,-17.2,9.4246e-13,1000,10,0
0.1,-17.0,9.4246e-13,1000,10,0
0.1,-16.8,9.4246e-13,1000,10,0
0.1,-16.6,9.4246e-13,1000,10,0
0.1,-16.4,9.4246e-13,1000,10,0
0.1,-16.2,9.4246e-13,1000,10,0
0.1,-16.0,9.4246e-13,1000,10,0
0.1,-15.8,9.4246e-13,1000,10,0
0.1,-15.6,9.4246e-13,1000,10,0
0.1,-15.4,9.4246e-13,1000,10,0
0.1,-15.2,9.4246e-13,1000,10,0
0.1,-15.0,9.4246e-13,1000,10,0
0.1,-14.8,9.4246e-13,1000,10,0
0.1,-14.6,9.4246e-13,1000,10,0
0.1,-14.4,9.4246e-13,1000,10,0
0.1,-14.2,9.4246e-13,1000,10,0
0.1,-14.0,9.4246e-13,1000,10,0
0.1,-13.8,9.4246e-13,1000,10,0
0.1,-13.6,9.4246e-13,1000,10,0
0.1,-13.4,9.4246e-13,1000,10,0
0.1,-13.2,9.4246e-13,1000,10,0
0.1,-13.0,9.4246e-13,1000,10,0
0.1,-12.8,9.4246e-13,1000,10,0
0.1,-12.6,9.4246e-13,1000,10,0
0.1,-12.4,9.4246e-13,1000,10,0
0.1,-12.2,9.4246e-13,1000,10,0
0.1,-12.0,9.4246e-13,1000,10,0
0.1,-11.8,9.4246e-13,1000,10,0
0.1,-11.6,9.4246e-13,1000,10,0
0.1,-11.4,9.4246e-13,1000,10,0
0.1,-11.2,9.4246e-13,1000,10,0
0.1,-11.0,9.4246e-13,1000,10,0
0.1,-10.8,9.4246e-13,1000,10,0
0.1,-10.6,9.4246e-13,1000,10,0
0.1,-10.4,9.4246e-13,1000,10,0
0.1,-10.2,9.4246e-13,1000,10,0
0.1,-10.0,9.4246e-13,1000,10,0
0.1,-9.8,9.4246e-13,1000,10,0
0.1,-9.6,9.4246e-13,1000,10,0
0.1,-9.4,9.4246e-13,1000,10,0
0.1,-9.2,9.4246e-13,1000,10,0
0.1,-9.0,9.4246e-13,1000,10,0
0.1,-8.8,9.4246e-13,1000,10,0
0.1,-8.6,9.4246e-13,1000,10,0
0.1,-8.4,9.4246e-13,1000,10,0
0.1,-8.2,9.4246e-13,1000,10,0
0.1,-8.0,9.4246e-13,1000,10,0
0.1,-7.8,9.4246e-13,1000,10,0
0.1,-7.6,9.4246e-13,1000,10,0
0.1,-7.4,9.4246e-13,1000,10,0
0.1,-7.2,9.4246e-13,1000,10,0
0.1,-7.0,9.4246e-13,1000,10,0
0.1,-6.8,9.4246e-13,1000,10,0
0.1,-6.6,9.4246e-13,1000,10,0
0.1,-6.4,9.4246e-13,1000,10,0
0.1,-6.2,9.4246e-13,1000,10,0
0.1,-6.0,9.4246e-13,1000,10,0
0.1,-5.8,9.4246e-13,1000,10,0
0.1,-5.6,9.4246e-13,1000,10,0
0.1,-5.4,9.4246e-13,1000,10,0
0.1,-5.2,9.4246e-13,1000,10,0
0.1,-5.0,9.4246e-13,1000,10,0
0.1,-4.8,9.4246e-13,1000,10,0
0.1,-4.6,9.4246e-13,1000,10,0
0.1,-4.4,9.4246e-13,1000,10,0
0.1,-4.2,9.4246e-13,1000,10,0
0.1,-4.0,9.4246e-13,1000,10,0
0.1,-3.8,9.4246e-13,1000,10,0
0.1,-3.6,9.4246e-13,1000,10,0
0.1,-3.4,9.4246e-13,1000,10,0
0.1,-3.2,9.4246e-13,1000,10,0
0.1,-3.0,9.4246e-13,1000,10,0
0.1,-2.8,9.4246e-13,1000,10,0
0.1,-2.6,9.4246e-13,1000,10,0
0.1,-2.4,9.4246e-13,1000,10,0
0.1,-2.2,9.4246e-13,1000,10,0
0.1,-2.0,9.4246e-13,1000,10,0
0.1,-1.8,9.4246e-13,1000,10,0
0.1,-1.6,9.4246e-13,1000,10,0
0.1,-1.4,9.4246e-13,1000,10,0
0.1,-1.2,9.4246e-13,1000,10,0
0.1,-1.0,9.4247e-13,1000,10,0
0.1,-0.8,9.4249e-13,1000,10,0
0.1,-0.6,9.43e-13,1000,10,0
0.1,-0.4,9.5512e-13,1000,10,0
0.1,-0.2,1.243e-12,1000,10,0
0.1,-3.7581e-14,8.1143e-12,1000,10,0
0.1,0.2,1.728e-10,1000,10,0
0.1,0.4,4.0664e-09,1000,10,0
0.1,0.6,7.2131e-08,1000,10,0
0.1,0.8,3.8353e-07,1000,10,0
0.1,1.0,8.6076e-07,1000,10,0
0.1,1.2,1.4498e-06,1000,10,0
0.1,1.4,2.157e-06,1000,10,0
0.1,1.6,2.9901e-06,1000,10,0
0.1,1.8,3.9532e-06,1000,10,0
0.1,2.0,5.0474e-06,1000,10,0
0.1,2.2,6.2714e-06,1000,10,0
0.1,2.4,7.6219e-06,1000,10,0
0.1,2.6,9.0948e-06,1000,10,0
0.1,2.8,1.0685e-05,1000,10,0
0.1,3.0,1.2387e-05,1000,10,0
0.1,3.2,1.4195e-05,1000,10,0
0.1,3.4,1.6104e-05,1000,10,0
0.1,3.6,1.8108e-05,1000,10,0
0.1,3.8,2.02e-05,1000,10,0
0.1,4.0,2.2376e-05,1000,10,0
0.1,4.2,2.4631e-05,1000,10,0
0.1,4.4,2.6958e-05,1000,10,0
0.1,4.6,2.9354e-05,1000,10,0
0.1,4.8,3.1813e-05,1000,10,0
0.1,5.0,3.4331e-05,1000,10,0
0.1,5.2,3.6904e-05,1000,10,0
0.1,5.4,3.9526e-05,1000,10,0
0.1,5.6,4.2195e-05,1000,10,0
0.1,5.8,4.4907e-05,1000,10,0
0.1,6.0,4.7657e-05,1000,10,0
0.1,6.2,5.0443e-05,1000,10,0
0.1,6.4,5.3261e-05,1000,10,0
0.1,6.6,5.6108e-05,1000,10,0
0.1,6.8,5.8982e-05,1000,10,0
0.1,7.0,6.1879e-05,1000,10,0
0.1,7.2,6.4796e-05,1000,10,0
0.1,7.4,6.7732e-05,1000,10,0
0.1,7.6,7.0684e-05,1000,10,0
